RECORD NO.(Order)	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Voucher Number	Sub From	Sub To	Copies	Note
o1020236	13/07/2009	496.22		1549788	30/06/2009	104372			1	2009  1 Supp\
o1020236	3/12/2008	515.42		1521186	19/11/2008	101318			1	2008 - 2 Supp\
o1020236	29/07/2008	373.9		1501856	15/07/2008	99272			1	2008 -1 Supp\
o1020236	29/01/2008	326.73		1472758	15/01/2008	96570			1	2007-08 suppl.\
o1020236	31/07/2007	163.26		1445977	24/07/2007	93637			1	v.1 2007\
o1020236	31/07/2007	163.26		1445977	24/07/2007	93637			1	v.2 2006\
o1020236	8/12/2006	223.98		1410119	5/12/2006	90290			1	Aut.supp 2006\
o1020236	22/08/2006	326.05		1390022	11/08/2006	88512			1	Fall 2005 Supp\
o1020236	27/06/2006	368.99		1380580	21/06/2006	87462			1	Spring 2006 Supp\
o1020236	14/09/2005	166.01		1333933	9/09/2005	81894			1	2005 v.2 Binder & contents\
o1020236	14/09/2005	166.01		1333933	9/09/2005	81894			1	2005 v.1 Binder & contents\
o1020236	16/12/2004	258.03		1290246	7/12/2004	76693			1	Fall 2004 Supp\
o1020236	1/06/2004	305.88		1256384	25/05/2004	72793			1	Spring 2004 Supp\
o1020236	2/12/2003	259.22		1222620	25/11/2003	69818			1	Fall 2003 Supp\
o1020236	5/06/2003	284.39		1187598	28/05/2003	66457			1	2003 Cum Supp.\
o1020236	10/12/2002	291.57		1158557	3/12/2002	63611			1	Aut.2002 Supp.\
o1020236	19/06/2002	287.78		1126105	11/06/2002	60140			1	Spring 2002 Supp.\
o1020236	24/01/2002	308.55		110182	14/01/2002	57794			1	Fall 2001 Supp.\
o1020236	26/06/2001	324.14		1061137	21/06/2001	54421			1	2001 Cum Suppl.\
o1020236	16/01/2001	281.88		1032332	9/01/2001	51448			1	2000 Cum Suppl.\
o1020236	30/08/2000	288.99		1005577	23/08/2000	48912			1	2000 suppl.\
o1020236	22/12/1999	240.36		954178	20/12/1999	44012			1	1999 suppl.\
o1020236	22/06/1999	225.38		905233	18/06/1999	40417			1	Page checklist\
o1020236	12/04/1999	219.88		748721	9/04/1999	39130			1	Fall 1998 Cum sup.\
o1020236	3/11/1998	220.5		746559	16/10/1998	35942			1	Spring 1998 sup.\
o1020236	8/01/1998	164.5		742449	10/12/1997	29297			1	Fall 1997 sup.\
o1020236	30/06/1997	130.52	usd88.81	  	5/06/1997	24221			1	Spring 1997
o1020236	13/12/1996	119.95	usd79	12024405	19/11/1996	19268			1	Fall 1996 sup.
o1020236	14/08/1996	123.93	usd79	11398616	21/05/1996	15958			1	Spring 1996 Supp.
o1020236	16/11/1995	112.64	usd70	SO10307660	31/10/1995	10803			1	1995
o1020236	24/05/1995	113.22	usd72	SO10194008	10/05/1995	7231			1	5/95 Supp
o1020236	20/12/1994	109.55	usd65	SO10049847	15/11/1994	4379			1	Supp 11/94
o1020342	10/02/2021	104.35		J16447	21/01/2020	141152	1/01/2020	31/12/2020	1	2020 (print only)
o1020342	1/02/2021	165.22		J16549	20/01/2021	141077	1/01/2021	31/12/2021	1	2021\
o1020342	25/01/2019	165.22		J16347	21/01/2019	136928	1/01/2019	31/12/2019	1	2019\
o1020342	26/01/2018	165.22		J16243	26/01/2018	134634	1/01/2018	31/12/2018	1	2018\
o1020342	8/03/2017	165.22		J16144	21/02/2017	132256	1/01/2017	31/12/2017	1	2017\
o1020342	8/03/2017	-161.5		J16144A	21/02/2017	132255	1/01/2017	31/12/2017	1	"reversed, incorrect GST\"
o1020342	2/03/2017	161.5		J16144	21/02/2017	132211	1/01/2017	31/12/2017	1	2017\
o1020342	13/05/2016	34.78		J16039A	11/05/2016	130051	1/01/2016	31/12/2016	1	2016 upgrade to print+online\
o1020342	5/04/2016	130.43		J16039	2/02/2016	129747	1/01/2016	31/12/2016	1	2016\
o1020342	15/01/2015	130.43		J15052	13/01/2015	126055	1/01/2015	31/12/2015	1	2015\
o1020342	27/01/2014	130.43		J14065	24/01/2014	122654			1	2014\
o1020342	6/12/2012	130.43		12174	5/12/2012	118796			1	2013\
o1020342	5/01/2012	130.43		12006	3/01/2012	115114			1	2012\
o1020342	8/03/2011	130.43		10282	10/12/2010	111524			1	2011 VISA\
o1020342	12/01/2010	133.33		HB1201-1	12/01/2010	106848			1	2010\
o1020342	17/07/2009	32		HB1707-1	16/07/2009	104438			1	v.30 2008\
o1020342	9/09/2008	32		HB909-3	1/09/2008	99870			1	v.29\
o1020342	10/07/2007	32		HB1007-5	10/07/2007	93377			1	v.28\
o1020342	15/09/2006	32		 	15/01/2006	88889			1	v.27\
o1020342	18/01/2006	32		  	18/01/2006	84380			1	v.26\
o1020342	6/01/2005	28.44		  	6/01/2005	76904			1	v.25 2003\
o1020342	7/09/2004	28.45		 	7/01/2004	74644			1	v.24\
o1020342	16/12/2003	31.11		 	16/01/2003	70096			1	v.23\
o1020342	16/12/2003	25.78		 	16/01/2003	70096			1	v.22\
o1020342	15/01/2001	25.78		  	15/01/2001	51410			1	v.21\
o1020342	19/12/2000	25.78		  	19/01/2000	51145			1	v.20\
o1020342	10/02/1999	25.78		 	10/01/1999	37913			1	v.18\
o1020342	4/08/1997	25		  	4/01/1997	25071			1	v.17\
o1020342	17/07/1996	25		 	17/01/1996	15260			1	v.16\
o1020342	20/12/1994	25		  	20/01/1994	4367			1	v.15\
o1020433	12/11/2020	26.09		INV-1516	10/11/2020	140680	1/01/2020	31/12/2020	1	v.60 2021
o1020433	14/11/2019	26.09		INV-0883	6/11/2019	138724	1/01/2019	31/12/2019	1	v.59 2020
o1020433	5/11/2018	26.09		INV-0289	25/10/2018	136519	1/01/2018	31/12/2018	1	v.58 2019
o1020433	1/11/2018	-26.09		INV-0289	25/10/2018	136509			1	\
o1020433	1/11/2018	26.09		INV-0289	25/10/2018	136499			1	2019\
o1020433	13/12/2017	23.48		56664	30/11/2017	134333	1/01/2017	31/12/2017	1	v.56 2018\
o1020433	15/12/2016	23.48		55476	30/11/2016	131713	1/01/2016	31/12/2016	1	v.56 2017\
o1020433	18/12/2015	23.48		54089	30/11/2015	128995	1/01/2016	31/12/2016	1	v.55 2016\
o1020433	20/01/2015	23.48		52475	30/11/2014	126081	1/01/2015	31/12/2015	1	v.54 2015\
o1020433	14/01/2014	23.48		50354	30/11/2013	122504			1	v.53 2014\
o1020433	17/12/2012	23.48		48877	30/11/2012	118880			1	no.52 2013\
o1020433	15/12/2011	23.48		46266	30/11/2011	114970			1	no. 51 2012\
o1020433	11/05/2011	23.48		43917	30/11/2010	112252			1	no.50 2011\
o1020433	9/12/2009	24		41890	30/11/2009	106593			1	no.50 2010\
o1020433	7/01/2009	24		36238	30/11/2008	101633			1	no.48 2009\
o1020433	18/12/2007	23.11		32171	30/11/2007	96047			1	no 47 2008\
o1020433	11/12/2006	22.22		28713	30/11/2006	90309			1	no.46\
o1020433	19/12/2005	21.34		23416	30/11/2005	84007			1	no.45\
o1020433	15/12/2004	21.34		19526	30/11/2004	76617			1	no.44\
o1020433	15/12/2003	20.44		14570	30/11/2003	70074			1	no.43\
o1020433	11/12/2002	19.56		36642	30/11/2002	63655			1	no.42\
o1020433	20/12/2001	19.56		33848	30/11/2001	57392			1	no.41\
o1020433	4/01/2001	19.56		31076	30/11/2000	51245			1	no.40\
o1020433	21/12/1999	19.56		28167	30/11/1999	43959			1	no.39\
o1020433	16/12/1998	18.67		24626	30/11/1998	36997			1	no.38 1999\
o1020433	8/01/1998	17.78		20452	30/11/1997	29301			1	no.37 1998\
o1020433	8/01/1997	17.78		381	30/11/1996	19740			1	1996\
o1020433	5/01/1996	17.78		16287	30/11/1995	11657			1	1995\
o1020433	5/01/1995	16.89		12802	30/11/1994	4492			1	1994\
o1020445	18/01/2021	369.56		12556	22/09/2020	140939	1/01/2021	31/12/2021	1	2021\
o1020445	21/01/2020	353.55		10479	17/09/2019	139032	1/01/2020	31/12/2020	1	2020\
o1020445	19/07/2018	353.55		7971	17/07/2018	135930	1/09/2018	31/08/2019	1	Sep18-Aug19\
o1020445	28/11/2017	353.55		5815	14/07/2017	134190	1/09/2017	31/08/2018	1	Sep17-Aug18\
o1020445	15/07/2016	346		3579	12/07/2016	130583	1/09/2016	31/08/2017	1	Sep16-Aug17\
o1020445	10/11/2015	336.52		1767	29/09/2015	128668	1/09/2015	31/08/2016	1	Sep15-Aug16\
o1020445	18/07/2014	336.52		IN97808	2/07/2014	124319	1/09/2014	31/08/2015	1	Sep14-Aug15\
o1020445	15/07/2013	336.52		IN91417	3/07/2013	120946			1	Sep13-Aug14\
o1020445	25/07/2012	320.87		IN84056	10/07/2012	117411			1	Sep12-Aug13\
o1020445	19/07/2011	311.3		IN 76732	5/07/2011	113101			1	9/11-8/12\
o1020445	22/07/2010	298.66		69619	6/07/2010	109086			1	9/10-8/11\
o1020445	13/07/2009	284.44		IN63535	6/07/2009	104375			1	9/09-8/10\
o1020445	5/08/2008	275.56		IN57448	2/07/2008	99355			1	9/08-8/09\
o1020445	31/07/2007	262.22		52005	5/07/2007	93632			1	9/07-8/08\
o1020445	27/07/2006	218.67		IN46570	3/07/2006	88036			1	9/06-8/07\
o1020445	20/09/2005	208		42552	13/09/2005	82016			1	11/05-10/06\
o1020445	7/01/2004	176		 	7/01/2004	70319			1	2004\
o1020445	15/01/2003	168		 	15/01/2003	64172			1	2003\
o1020445	18/01/2002	164		 	18/01/2002	57733			1	2002 May & Nov\
o1020445	15/01/2001	158.4		  	15/01/2001	51412			1	2001 May & Nov\
o1020445	17/12/1999	-17.33		  	17/01/1999	43847			1	overpaid 15/12/99\
o1020445	15/12/1999	173.33		  	15/01/1999	43761			1	2000 May & Nov\
o1020445	6/01/1999	156		  	6/01/1999	37228			1	1999 May & Nov.\
o1020445	8/01/1998	97.78		  	8/01/1998	29219			1	Nov. 1997\
o1020445	8/01/1998	148		  	8/01/1998	29218			1	1998\
o1020445	5/01/1996	106.67		 	5/01/1996	11656			1	83\
o1020445	5/01/1995	106.67		 	5/01/1995	4487			1	1995\
o1020471	4/02/2021	209.54	usd147.28	7197308	13/11/2020	141127	1/01/2021	31/12/2021	1	2021
o1020471	28/02/2020	236.59	usd147.28	7184833	13/11/2019	139388	2/01/2020	1/01/2021	1	2020
o1020471	17/01/2019	217.97	usd147.28	7172919	24/10/2018	136885	1/01/2019	31/12/2019	1	2019
o1020471	4/12/2017	203.69	usd147.28	7160355	1/11/2017	134228	1/01/2018	31/12/2018	1	2018
o1020471	21/12/2016	205.94	usd145.13	7146317	30/11/2016	131760	1/01/2017	31/12/2017	1	2017
o1020471	27/11/2015	217.62	usd142.98	7134773	13/11/2015	128834	1/01/2016	31/12/2016	1	2016
o1020471	1/12/2014	181.25	usd140.83	7119519	21/11/2014	125751	1/01/2015	31/12/2015	1	2015
o1020471	3/12/2013	173.22	usd140.83	7102827	15/11/2013	122228	1/01/2014	31/12/2014	1	2014
o1020471	14/01/2013	184.44	usd138.68	7093551	21/11/2012	119039			1	2013
o1020471	21/12/2011	178.47	usd137.6	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1020471	16/12/2010	166.54	usd118.25	7076351	1/12/2010	110621			1	2011
o1020471	3/12/2009	186.87	usd131.5	7066949	20/11/2009	106505	1/01/2010	31/12/2010	1	27(01/10)-27(12/10)!C1161329
o1020471	9/12/2008	184.51	usd134.69	7057062	21/11/2008	101388	1/01/2009	31/12/2009	1	26(01/09)-26(1
o1020471	12/12/2007	143.48	usd110	7050917	28/11/2007	95920			1	25(01/08)-25(1
o1020471	12/12/2006	176.31	usd119.36	7046717	22/11/2006	90334			1	24(01/07)-24(12/07)!A3961
o1020471	2/11/2005	171.17	usd118.27	7041962	19/10/2005	82973			1	23(01/06)-23(12/06)!Y0652
o1020471	13/12/2004	170.21	usd118.27	7038354	2/12/2004	76548			1	22(01/05)-22(12/05)!X6199
o1020471	13/11/2003	201.42		0029119	24/10/2003	69490			1	21(01/04)-21(12/04)\
o1020471	11/12/2002	236.14		0026442	22/11/2002	63669			1	20(01/03)-20(12/03)\
o1020471	8/01/2002	276.48		0024240	3/11/2001	57460			1	18(01/02)-19(12/02)\
o1020471	16/11/2000	321.75	usd126.61	5426768	25/10/2000	50504			1	VOL   0018  STARTS    01-
o1020471	5/11/1999	244.58	usd122.66	5408240	20/10/1999	42969			1	16(01/00)-17(12/00)
o1020471	23/10/1998	216.17	usd106.81	5395201	7/10/1998	35848			1	15(01/99)-16(12/99)
o1020471	21/11/1997	170.54	usd104.8	5378507	5/11/1997	27852			1	1YR FRM 01-98
o1020471	7/02/1997	130.23	usd88.74	5366670	6/11/1996	20617			1	1YR FRM 01-97
o1020471	12/06/1996	131.45	usd88.74	5339057	11/09/1995	14703			1	1YR FRM 01-96
o1020471	5/01/1995	138.43	usd87.7	5306577	12/10/1994	4519			1	v.12 1995
o1020485	4/12/2017	319.65	usd231.13	7160561	27/10/2017	134236	1/01/2018	31/12/2018	1	2018
o1020485	21/12/2016	393.56	usd277.35	7146320	30/11/2016	131761	1/01/2017	31/12/2017	1	2017
o1020485	27/11/2015	396.77	usd260.69	7134813	13/11/2015	128832	1/01/2016	31/12/2016	1	2016
o1020485	1/12/2014	332.74	usd258.54	7119522	21/11/2014	125750	1/01/2015	31/12/2015	1	2015
o1020485	28/11/2013	306.1	usd248.86	7102828	20/11/2013	122193	1/01/2014	31/12/2014	1	2014
o1020485	20/12/2012	328.12	usd246.71	7093552	21/11/2012	118915	1/01/2013	31/12/2013	1	2013
o1020485	21/12/2011	243.3	usd187.59	7083962	9/12/2011	115035	1/01/2012	31/12/2012	1	2012
o1020485	20/12/2010	249.06	usd176.84	7077853	1/12/2010	110634			1	2011
o1020485	3/12/2009	413.78	usd291.17	7066949	20/11/2009	106505	1/01/2010	31/12/2010	1	104(01/10)-104(12/10)!C1139577
o1020485	9/12/2008	371.26	usd271.01	7057062	21/11/2008	101388	1/01/2009	31/12/2009	1	103(01/09)-103
o1020485	12/12/2007	337.19	usd258.5	7050917	28/11/2007	95920			1	102(01/08)-102
o1020485	12/12/2006	363.93	usd246.38	7046717	22/11/2006	90334			1	101(01/07)-101(12/07)!A39
o1020485	2/11/2005	353.33	usd244.13	7041962	19/10/2005	82973			1	100(01/06)-100(12/06)!Y06
o1020485	13/12/2004	288.89	usd200.73	7038354	2/12/2004	76548			1	99(01/05)-99(12/05)!X6171
o1020485	13/11/2003	400.98		0029119	24/10/2003	69490			1	98(01/04)-98(12/04)\
o1020485	11/12/2002	461.38		0026442	22/11/2002	63669			1	97(01/03)-97(12/03)\
o1020485	8/01/2002	544.23		0024240	3/11/2001	57460			1	95(01/02)-96(12/02)\
o1020485	16/11/2000	523.41	usd205.96	5426768	25/10/2000	50504			1	VOL   0095  STARTS    01-
o1020485	5/11/1999	402.55	usd201.88	5408240	20/10/1999	42969			1	93(01/00)-94(12/00)
o1020485	23/10/1998	350.44	usd173.15	5395201	7/10/1998	35848			1	92(01/99)-93(12/99)
o1020485	21/11/1997	271.4	usd166.78	5378507	5/11/1997	27852			1	1YR FRM 01-98
o1020485	7/02/1997	159.35	usd108.58	5366670	6/11/1996	20617			1	1YR FRM 01-97
o1020485	12/06/1996	173.21	usd116.93	5339057	11/09/1995	14703			1	1YR FRM 01-96
o1020485	6/01/1995	164.8	usd104.4	5306577	12/10/1994	4547			1	v.89 1995
o1020495	22/01/2021	449.93	eur261.59	2100447	13/11/2020	141054	1/01/2021	31/12/2021	1	2021
o1020495	28/02/2020	459.87	eur263.19	2000531	13/11/2019	139362	1/01/2020	31/12/2020	1	2020
o1020495	17/01/2019	440.44	eur257.57	1900812	13/12/2018	136900	1/01/2019	31/12/2019	1	2019
o1020495	13/12/2017	406.94	eur249.35	41414	13/12/2017	134345	1/01/2018	31/12/2018	1	2018
o1020495	21/12/2016	375.83	eur245.16	34838	13/12/2016	131768	1/01/2017	31/12/2017	1	2017
o1020495	20/11/2015	406.63	eur242.04	26418	13/11/2015	128763	1/01/2016	31/12/2016	1	2016
o1020495	14/11/2014	390.53	eur238.13	57646	13/11/2014	125634	1/01/2015	31/12/2015	1	2015
o1020495	21/03/2014	391.35	eur234.48	68025	13/03/2014	123184			1	2014
o1020495	20/12/2012	400.69	eur234.32	7093554	21/11/2012	118916	1/01/2013	31/12/2013	1	2013
o1020495	21/12/2011	406.09	eur232.45	7083977	9/12/2011	115034	1/01/2012	31/12/2012	1	2012
o1020495	20/12/2010	407.98	eur226.43	7076366	1/12/2010	110638	1/01/2011	31/12/2011	1	34(01/11)-35(12/11)!R8161285
o1020495	3/12/2009	488.72	eur228.54	7066986	20/11/2009	106503	1/01/2010	31/12/2010	1	33(01/10)-34(12/10)!R8161285
o1020495	24/11/2009	539.88		0087224	13/11/2009	106346			1	v.34 2010\
o1020495	19/11/2008	578.02		0063512	13/11/2008	101094			1	v.33 2009\
o1020495	20/11/2007	452.8		0091675	13/11/2007	95574			1	v.32 2008\
o1020495	29/11/2006	439.61		0-49340	13/11/2006	90108			1	v.31 2007\
o1020495	23/11/2005	382.98		0-82163	13/11/2005	83421			1	v.30 2006\
o1020495	24/11/2004	385.38		0-94358	13/11/2004	76174			1	v.29 2005\
o1020495	2/12/2003	381.15		54433	13/11/2003	69819			1	v.28 2004\
o1020495	20/12/2002	360.01		043317	13/12/2002	63917			1	v.27 2003\
o1020495	17/01/2002	343.47		0-31383	13/01/2002	57710			1	v.26 2002\
o1020495	10/05/2001	306.11	usd127.28	0-93341	13/01/2001	53560			1	v.25 2001
o1020495	5/11/1999	297.94	usd149.42	5408240	20/10/1999	42969			1	23(01/00)-24(12/00)
o1020495	23/10/1998	269.14	usd132.98	5395201	7/10/1998	35848			1	22(01/99)-23(12/99)
o1020495	16/03/1998	-179.65	usd-103.89	  	13/02/1998	30856			1	rate adjust. 5378507
o1020495	21/11/1997	206.65	usd126.99	5378507	5/11/1997	27852			1	1YR FRM 01-98
o1020495	7/02/1997	164.03	usd111.77	5366670	6/11/1996	20617			1	1YR FRM 01-97
o1020495	12/06/1996	166.48	usd112.39	5339057	11/09/1995	14703			1	1YR FRM 01-96
o1020495	6/01/1995	148.11	usd93.83	5306577	12/10/1994	4547			1	v.19 1995
o1020522	4/02/2021	141.72	usd99.61	7197308	13/11/2020	141128	1/01/2021	31/12/2021	1	2021
o1020522	28/02/2020	158.97	usd98.96	7184833	13/11/2019	139388	2/01/2020	1/01/2021	1	2020
o1020522	17/01/2019	147.36	usd99.57	7172919	24/10/2018	136885	1/01/2019	31/12/2019	1	2019
o1020522	4/12/2017	139.35	usd100.76	7160355	1/11/2017	134228	1/01/2018	31/12/2018	1	2018
o1020522	21/12/2016	135.77	usd95.68	7146317	30/11/2016	131760	1/01/2017	31/12/2017	1	2017
o1020522	27/11/2015	143.01	usd93.96	7134773	13/11/2015	128834	1/01/2016	31/12/2016	1	2016
o1020522	1/12/2014	130.89	usd101.7	7119519	21/11/2014	125751	1/01/2015	31/12/2015	1	2015
o1020522	3/12/2013	131.66	usd107.04	7102827	15/11/2013	122228	1/01/2014	31/12/2014	1	2014
o1020522	14/01/2013	144.36	usd108.54	7093551	21/11/2012	119039			1	2013
o1020522	21/12/2011	138.21	usd106.56	7083960	9/12/2011	115037	1/01/2012	31/12/2012	1	2012
o1020522	16/12/2010	130.53	usd92.68	7076351	1/12/2010	110621			1	2011
o1020522	3/12/2009	139.77	usd98.35	7066949	20/11/2009	106505	1/01/2010	31/12/2010	1	27(01/10)-28(12/10)!C1081932
o1020522	9/12/2008	132	usd96.36	7057062	21/11/2008	101388	1/01/2009	31/12/2009	1	26(01/09)-27(12
o1020522	12/12/2007	96.13	usd73.7	7050917	28/11/2007	95920			1	25(01/08)-26(12
o1020522	12/12/2006	108.37	usd73.37	7046717	22/11/2006	90334			1	24(01/07)-25(12/07)!A39407
o1020522	2/11/2005	102.7	usd70.96	7041962	19/10/2005	82973			1	23(01/06)-24(12/06)!Y06193
o1020522	13/12/2004	85.1	usd59.13	7038354	2/12/2004	76548			1	22(01/05)-23(12/05)!X61767
o1020522	13/11/2003	110.72		0029119	24/10/2003	69490			1	21(01/04)-22(12/04)\
o1020522	11/12/2002	138.52		0026442	22/11/2002	63669			1	20(01/03)-21(12/03)\
o1020522	8/01/2002	148.85		0024240	3/11/2001	57460			1	19(01/02)-19(12/02)\
o1020522	16/11/2000	210.75	usd82.93	5426768	25/10/2000	50504			1	
o1020522	5/11/1999	157.65	usd79.06	5408240	20/10/1999	42969			1	17(01/00)-18(12/00)
o1020522	23/10/1998	125.06	usd61.79	5395201	7/10/1998	35848			1	16(01/99)-17(12/99)
o1020522	21/11/1997	104.52	usd64.23	5378507	5/11/1997	27852			1	1YR FRM 01-98
o1020522	7/02/1997	61.29	usd41.76	5366670	6/11/1996	20617			1	1YR FRM 01-97
o1020522	12/06/1996	30.56	usd20.63	5339057	11/09/1995	14703			1	1YR FRM 01-96
o1020522	29/01/1996	34.36	usd22.59	S-49725	13/12/1995	12077			1	Add 1996
o1020522	6/01/1995	52.34	usd33.16	5306577	12/10/1994	4547			1	v.13 1995
o1020533	2/02/2021	795.29	usd559	7197972	27/11/2020	141096	1/01/2021	31/12/2021	1	2021
o1020533	28/02/2020	897.98	usd559	7184774	13/11/2019	139363	2/01/2020	1/01/2021	1	2020
o1020533	17/01/2019	779.59	usd526.75	7172922	26/10/2018	136876	1/01/2019	31/12/2019	1	2019
o1020533	4/12/2017	706.2	usd510.63	7160561	27/10/2017	134236	1/01/2018	31/12/2018	1	2018
o1020533	21/12/2016	686.44	usd483.75	7146320	30/11/2016	131761	1/01/2017	31/12/2017	1	2017
o1020533	27/11/2015	719.91	usd473	7134813	13/11/2015	128832	1/01/2016	31/12/2016	1	2016
o1020533	1/12/2014	581.08	usd451.5	7119522	21/11/2014	125750	1/01/2015	31/12/2015	1	2015
o1020533	28/11/2013	542.12	usd440.75	7102828	20/11/2013	122193	1/01/2014	31/12/2014	1	2014
o1020533	20/12/2012	571.9	usd430	7093552	21/11/2012	118915	1/01/2013	31/12/2013	1	2013
o1020533	21/12/2011	585.6	usd451.5	7083962	9/12/2011	115035	1/01/2012	31/12/2012	1	2012
o1020533	20/12/2010	635.89	usd451.5	7077853	1/12/2010	110634			1	2011
o1020533	3/12/2009	659.53	usd464.1	7066949	20/11/2009	106505	1/01/2010	31/12/2010	1	244(01/10)-248(12/10)!C1157296
o1020533	9/12/2008	634.52	usd463.19	7057062	21/11/2008	101388	1/01/2009	31/12/2009	1	239(01/09)-243
o1020533	12/12/2007	581.11	usd445.5	7050917	28/11/2007	95920			1	234(01/08)-238
o1020533	12/12/2006	727.84	usd492.75	7046717	22/11/2006	90334			1	225(01/07)-226(12/07)!A39
o1020533	22/12/2005	38.85	usd26.48	S-45869	13/12/2005	84075			1	2006 Rate adj.
o1020533	2/11/2005	628.13	usd434	7041962	19/10/2005	82973			1	(01/06)-(12/06)!Y0645163
o1020533	13/12/2004	624.61	usd434	7038354	2/12/2004	76548			1	(01/05)-(12/05)!X6194041
o1020533	13/11/2003	698.07		0029119	24/10/2003	69490			1	(01/04)-(12/04)\
o1020533	11/12/2002	758.57		0026442	22/11/2002	63669			1	(01/03)-(12/03)\
o1020533	8/01/2002	862.8		0024240	3/11/2001	57464			1	(01/02)-(12/02)\
o1020533	16/11/2000	847.37	usd333.44	5426768	25/10/2000	50504			1	
o1020533	5/11/1999	593.95	usd297.87	5408240	20/10/1999	42969			1	(01/00)-(12/00)
o1020533	23/10/1998	573.35	usd283.29	5395201	7/10/1998	35848			1	(01/99)-(12/99)
o1020533	21/11/1997	467.51	usd287.29	5378507	5/11/1997	27852			1	1YR FRM 01-98
o1020533	7/02/1997	398.37	usd271.44	5366670	6/11/1996	20617			1	1YR FRM 01-97
o1020533	12/06/1996	378.89	usd255.78	5339057	11/09/1995	14703			1	1YR FRM 01-96
o1020533	6/01/1995	354.31	usd224.46	5306577	12/10/1994	4547			1	1995
o1020539	11/01/2021	5172.29	usd3656.88	2000041659	30/11/2020	140817	1/01/2021	31/12/2021	1	2021
o1020539	3/03/2020	5998.58	usd3662.81	2000029212	9/12/2019	139420	1/01/2020	31/12/2020	1	2020
o1020539	25/02/2019	5016	usd3389.19	2000027199	17/02/2019	137240	1/01/2019	31/12/2019	1	2019
o1020539	24/11/2017	4826.67	usd3490	2000023350	21/11/2017	134139	1/01/2018	31/12/2018	1	2018
o1020539	10/03/2017	4939.23	usd3390	38525	3/03/2017	132290	1/01/2017	31/12/2017	1	2017
o1020539	25/11/2015	5007.38	usd3290	2000016778	27/07/2015	128806	1/01/2016	31/12/2016	1	2016
o1020539	20/02/2015	4092.48	usd3045	2000013562	29/01/2015	126438	1/01/2015	31/12/2015	1	2015
o1020539	17/02/2014	3641.7	usd2985	2000010071	3/02/2014	122823			1	2014
o1020539	17/01/2013	2502	usd2085	MA785400	8/01/2013	119102			1	2013
o1020539	18/07/2012	2719.85	usd2045	MA785400	13/10/2011	117335			1	2012
o1020539	20/10/2010	1423.55	usd2005	MAS091510	15/09/2010	110006			1	2011
o1020539	9/09/2009	3422.34	usd1985	MAS070809	8/07/2009	105184			1	2010
o1020539	30/09/2008	2900.34	usd1965	MAS070108	1/07/2008	100288			1	2009
o1020539	8/08/2007	2826.95	usd2135	MAS072607	26/07/2007	93810			1	2008
o1020539	12/12/2006	3472.62	usd2350.97	7047440	22/11/2006	90332			1	2007
o1020539	2/11/2005	3470.41	usd2397.85	7042180	19/10/2005	82970			1	96(01/06)-97(12/06)!Y049
o1020539	13/12/2004	3544.68	usd2462.95	7038354	2/12/2004	76548			1	94(01/05)-95(12/05)!X616
o1020539	13/11/2003	7088.9		0029119	24/10/2003	69490			1	92(01/04)-93(12/04)\
o1020539	11/12/2002	6976.18		0026442	22/11/2002	63669			1	88(01/03)-88(12/03)\
o1020539	8/01/2002	7820.74		0024240	3/11/2001	57466			1	87(01/02)-88(12/02)\
o1020539	16/11/2000	6974.78	usd2744.57	5426768	25/10/2000	50504			1	
o1020539	5/11/1999	5360.75	usd2688.44	5408240	20/10/1999	42969			1	83(01/00)-85(12/00)
o1020539	23/10/1998	5053.48	usd2496.9	5395201	7/10/1998	35848			1	81(01/99)-83(12/99)
o1020539	21/11/1997	3818.8	usd2346.71	5378507	5/11/1997	27852			1	1YR FRM 01-98
o1020539	7/02/1997	3286.51	usd2239.38	5366670	6/11/1996	20617			1	1YR FRM 01-97
o1020539	12/06/1996	3085.22	usd2082.78	5339057	11/09/1995	14703			1	1YR FRM 01-96
o1020539	6/01/1995	2834.48	usd1795.68	5306577	12/10/1994	4547			1	v.74-75 1995
