RECORD NO.(Order)	Column1	Paid Date	Amount Paid	Foreign Currency Paid	Invoice Number	Invoice Date	Sub From	Sub To	Copies	Note
o10307473	3	1997-05-08	26.66		191107	1997-04-17	\N	\N	1	April 1997\
o10307473	2	1996-12-19	26.66		178995	1996-11-28	\N	\N	1	Oct 1996\
o10307473	1	1996-05-06	26.67		155778	1996-04-30	\N	\N	1	Apr 1996\
o10307473	0	1995-11-16	26.66		132183	1995-10-26	\N	\N	1	Oct 1995\
o10308908	26	2021-02-16	78.26		NZAA2021	2021-02-11	2021-01-01	2021-12-31	1	2021
o10308908	25	2020-01-21	78.26		NZAA2020	2019-12-17	2020-01-01	2020-12-31	1	2020
o10308908	24	2019-01-29	78.26		NZAA2019	2018-12-15	2019-01-01	2019-12-31	1	2019\
o10308908	23	2018-01-18	78.26		55	2018-01-17	2018-01-01	2018-12-31	1	2018\
o10308908	22	2016-12-20	78.26		NZAA2017	2016-12-12	2017-01-01	2017-12-31	1	2017\
o10308908	21	2016-04-05	78.26		NZAA2016	2016-03-21	2016-01-01	2016-12-31	1	2016\
o10308908	20	2015-01-12	78.26		NZAA2015	2015-01-10	2015-01-01	2015-12-31	1	2015\
o10308908	19	2014-01-13	78.26		NZAA2014	2014-01-12	\N	\N	1	2014\
o10308908	18	2013-02-07	78.26		NZAA2013	2013-01-28	\N	\N	1	2013\
o10308908	17	2012-02-08	78.26		FP080212	2012-01-20	\N	\N	1	2012\
o10308908	16	2011-01-28	78.26		HP28.01.11	2011-01-20	\N	\N	1	2011\
o10308908	15	2010-01-26	80		HB2601-3	2010-01-20	\N	\N	1	2010\
o10308908	14	2009-09-09	80		HB0909-1	2009-08-20	\N	\N	1	2009\
o10308908	13	2008-01-29	62.22		HB2901-1	2008-10-20	\N	\N	1	2008 VISA\
o10308908	12	2007-02-07	62.22		  	2007-01-20	\N	\N	1	2007\
o10308908	11	2006-02-15	62.22		 	2006-01-20	\N	\N	1	2006\
o10308908	10	2005-02-08	62.22		  	2005-01-20	\N	\N	1	2005\
o10308908	9	2004-01-27	62.22		 	2004-01-20	\N	\N	1	2004\
o10308908	8	2003-01-28	62.22		 	2003-01-20	\N	\N	1	2003\
o10308908	7	2002-04-10	62.22		 	2002-03-25	\N	\N	1	2002\
o10308908	6	2001-02-23	44.45		760571	2001-02-12	\N	\N	1	2001\
o10308908	5	2000-06-07	44.45		22	2000-05-30	\N	\N	1	2000\
o10308908	4	1999-05-05	44.44		73	1999-05-03	\N	\N	1	1999\
o10308908	3	1998-06-16	40		74	1998-06-08	\N	\N	1	1998\
o10308908	2	1997-04-09	40		73	1997-03-25	\N	\N	1	1997\
o10308908	1	1996-05-23	40		25	1996-05-06	\N	\N	1	1996\
o10308908	0	1995-06-21	40		25	1995-06-08	\N	\N	1	1995\
o10311087	28	2021-02-04	3537.52	usd2486.48	7197308	2020-11-13	2021-01-01	2021-12-31	1	2021
o10311087	27	2020-02-28	3994.28	usd2486.48	7184833	2019-11-13	2020-01-02	2021-01-01	1	2020
o10311087	26	2019-01-17	3385.65	usd2287.60	7172919	2018-10-24	2019-01-01	2019-12-31	1	2019
o10311087	25	2017-12-04	2909.53	usd2103.78	7160355	2017-11-01	2018-01-01	2018-12-31	1	2018
o10311087	24	2016-12-21	2847.98	usd2007.03	7146317	2016-11-30	2017-01-01	2017-12-31	1	2017
o10311087	23	2015-11-27	2940.17	usd1931.78	7134773	2015-11-13	2016-01-01	2016-12-31	1	2016
o10311087	22	2014-12-01	2263.45	usd1758.70	7119519	2014-11-21	2015-01-01	2015-12-31	1	2015
o10311087	21	2013-12-03	2024.37	usd1645.83	7102827	2013-11-15	2014-01-01	2014-12-31	1	2014
o10311087	20	2013-01-14	1988.79	usd1495.33	7093551	2012-11-21	\N	\N	1	2013
o10311087	19	2011-12-21	1798.61	usd1386.75	7083960	2011-12-09	2012-01-01	2012-12-31	1	2012
o10311087	18	2011-02-07	-118.34	usd-90.08	Credit Memo 0	2011-01-13	\N	\N	1	Rate Adjustment
o10311087	17	2010-12-16	1818.36	usd1291.08	7076351	2010-12-01	\N	\N	1	2011
o10311087	16	2009-11-11	2012.44	usd1167.24	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010 V 136           !38407035
o10311087	15	2008-11-27	1526.05	usd1113.99	0227554	2008-11-09	2009-01-01	2009-12-31	1	2009 V 135
o10311087	14	2007-12-10	1334.27	usd1022.90	0122289	2007-11-11	\N	\N	1	2008 V 134
o10311087	13	2006-10-10	1475.72	usd944.46	5003381	2006-09-24	\N	\N	1	2007 V 133           !384
o10311087	12	2006-04-20	11.91	usd7.41	6760802	2006-04-05	\N	\N	1	2006 V 132           !38407
o10311087	11	2005-10-17	1237.29	usd851.19	6015850	2005-09-21	\N	\N	1	2006                 !384
o10311087	10	2004-11-02	1178.8	usd799.24	5073678	2004-10-13	\N	\N	1	2005 V 131           !384
o10311087	9	2003-10-29	1080.72	usd651.90	4009971	2003-10-09	\N	\N	1	2004                 !384
o10311087	8	2002-11-26	1219.75	usd602.08	3061034	2002-11-05	\N	\N	1	2003                 !384
o10311087	7	2001-11-06	1311.44	usd535.50	2030782	2001-10-16	\N	\N	1	2002                 !384
o10311087	6	2000-12-11	1139.16	usd479.85	1060447	2000-11-07	\N	\N	1	2001                 !384
o10311087	5	1999-11-02	849.81	usd438.84	0057708	1999-10-12	\N	\N	1	2000                 !384
o10311087	4	1998-11-02	763.8	usd398.56	9043736	1998-10-13	\N	\N	1	1999                 !384
o10311087	3	1997-12-17	603.36	usd363.58	8081143	1997-12-08	\N	\N	1	1998
o10311087	2	1996-11-05	454.76	usd318.15	7036568	1996-10-10	\N	\N	1	1997
o10311087	1	1996-05-17	404.51	usd275.10	S6.036-121	1995-10-12	\N	\N	1	1996
o10311087	0	1995-07-06	379.51	usd252.00	S5.049-454	1995-01-23	\N	\N	1	1995
o10311361	30	2021-02-02	940.59	usd661.13	7197972	2020-11-27	2021-01-01	2021-12-31	1	2021
o10311361	29	2020-02-28	1062.04	usd661.13	7184774	2019-11-13	2020-01-02	2021-01-01	1	2020
o10311361	28	2019-01-17	978.47	usd661.13	7172922	2018-10-26	2019-01-01	2019-12-31	1	2019
o10311361	27	2017-12-04	914.34	usd661.13	7160561	2017-10-27	2018-01-01	2018-12-31	1	2018
o10311361	26	2016-12-21	935.09	usd658.98	7146320	2016-11-30	2017-01-01	2017-12-31	1	2017
o10311361	25	2015-11-27	999.7	usd656.83	7134813	2015-11-13	2016-01-01	2016-12-31	1	2016
o10311361	24	2014-12-01	842.57	usd654.68	7119522	2014-11-21	2015-01-01	2015-12-31	1	2015
o10311361	23	2013-11-28	805.26	usd654.68	7102828	2013-11-20	2014-01-01	2014-12-31	1	2014
o10311361	22	2012-12-20	867.86	usd652.53	7093552	2012-11-21	2013-01-01	2013-12-31	1	2013
o10311361	21	2011-12-21	844.93	usd651.45	7083962	2011-12-09	2012-01-01	2012-12-31	1	2012
o10311361	20	2011-01-19	915.98	usd650.37	7078301	2010-12-08	\N	\N	1	2011
o10311361	19	2009-11-11	1101.7	usd639.00	0317748	2009-10-25	2010-01-01	2010-12-31	1	2010                 !38407485
o10311361	18	2008-11-27	875.37	usd639.00	0227441	2008-11-09	2009-01-01	2009-12-31	1	2009 V 72
o10311361	17	2007-12-10	829.6	usd636.00	0122507	2007-11-11	\N	\N	1	2008
o10311361	16	2006-10-30	-297.97	usd-194.78	6515003347	2006-09-24	\N	\N	1	Paid on incorrect order
o10311361	15	2006-10-10	993.75	usd636.00	5003347	2006-09-24	\N	\N	1	2007                 !384
o10311361	14	2006-10-10	304.34	usd194.78	5003347	2006-09-24	\N	\N	1	2007                 !335
o10311361	13	2005-12-12	-59.5	usd-41.34	S6.147-495	2005-12-07	\N	\N	1	Incorrect charge on inv.
o10311361	12	2005-10-17	984.58	usd677.34	6015850	2005-09-21	\N	\N	1	2006                 !384
o10311361	11	2004-11-02	938.04	usd636.00	5073678	2004-10-13	\N	\N	1	2005                 !384
o10311361	10	2003-11-19	1023.32	usd636.00	4073608	2003-11-10	\N	\N	1	2004                 !384
o10311361	9	2003-04-10	516.02	usd275.15	3679768	2003-04-03	\N	\N	1	2003 V 66            !384
o10311361	8	2002-11-26	762.35	usd376.30	3061034	2002-11-05	\N	\N	1	2003 V 66            !384
o10311361	7	2001-11-06	869.15	usd354.90	2030782	2001-10-16	\N	\N	1	2002 V 65            !384
o10311361	6	2000-12-11	820.1	usd345.45	1060447	2000-11-07	\N	\N	1	2001                 !384
o10311361	5	1999-11-02	656.86	usd339.20	0057708	1999-10-12	\N	\N	1	2000                 !384
o10311361	4	1998-11-02	619.57	usd323.30	9043736	1998-10-13	\N	\N	1	1999                 !384
o10311361	3	1997-12-04	452.96	usd272.95	8065124	1997-12-11	\N	\N	1	1998
o10311361	2	1996-11-05	296.43	usd207.38	7036568	1996-10-10	\N	\N	1	1997
o10311361	1	1996-05-17	289.49	usd196.88	S6.036-121	1995-10-12	\N	\N	1	1996
o10311361	0	1995-07-06	280.67	usd186.37	S5.049-454	1995-01-23	\N	\N	1	v.58 1995
o10311452	31	2021-02-02	8205.25	usd5767.38	7197972	2020-11-27	2021-01-01	2021-12-31	1	2021
o10311452	30	2020-02-28	8997.04	usd5600.75	7184774	2019-11-13	2020-01-02	2021-01-01	1	2020
o10311452	29	2019-01-17	8042.51	usd5434.13	7172922	2018-10-26	2019-01-01	2019-12-31	1	2019
o10311452	28	2017-12-04	7299.82	usd5278.25	7160561	2017-10-27	2018-01-01	2018-12-31	1	2018
o10311452	27	2016-12-21	7288.48	usd5136.35	7146320	2016-11-30	2017-01-01	2017-12-31	1	2017
o10311452	26	2015-11-27	7626.1	usd5010.58	7134813	2015-11-13	2016-01-01	2016-12-31	1	2016
o10311452	25	2014-12-01	6182.98	usd4804.18	7119522	2014-11-21	2015-01-01	2015-12-31	1	2015
o10311452	24	2013-11-28	5737.25	usd4664.43	7102828	2013-11-20	2014-01-01	2014-12-31	1	2014
o10311452	23	2012-12-20	5936.32	usd4463.40	7093552	2012-11-21	2013-01-01	2013-12-31	1	2013
o10311452	22	2011-12-21	5571.52	usd4295.70	7083962	2011-12-09	2012-01-01	2012-12-31	1	2012
o10311452	21	2011-01-19	5821.44	usd4133.37	7078301	2010-12-08	\N	\N	1	2011
o10311452	20	2009-11-11	6591.84	usd3823.35	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010                 !39170015
o10311452	19	2009-03-16	-80.27	usd-41.54	6200268602	2009-03-08	\N	\N	1	Pt. credit inv
o10311452	18	2008-11-27	5002.72	usd3651.89	0227554	2008-11-09	2009-01-01	2009-12-31	1	2009
o10311452	17	2008-05-14	-32.32	usd-24.52	6200187140	2008-05-04	\N	\N	1	Pt. credit inv.0108273
o10311452	16	2007-10-03	4530.08	usd3390.02	0108273	2007-09-16	\N	\N	1	2008
o10311452	15	2007-04-24	-87.92	usd-64.14	6200075387	2007-04-10	\N	\N	1	overchg 2007
o10311452	14	2007-04-18	1525.7	usd1113.00	0067708	2007-04-08	\N	\N	1	2007
o10311452	13	2006-10-10	2104.53	usd1346.90	5003347	2006-09-24	\N	\N	1	2007                 !28
o10311452	12	2005-10-17	1861.64	usd1280.71	6015851	2005-09-21	\N	\N	1	2006                 !28
o10311452	11	2005-04-28	-47.14	usd-33.92	S5.759-253	2005-04-06	\N	\N	1	Incorrect charge inv.507
o10311452	10	2004-11-02	1840.11	usd1247.62	5073679	2004-10-13	\N	\N	1	2005                 !28
o10311452	9	2003-10-29	1458.53	usd879.80	4009971	2003-10-09	\N	\N	1	2004 V 172 + 173     !384
o10311452	8	2002-11-26	1675.01	usd826.80	3061034	2002-11-05	\N	\N	1	2003 V 170 + 171     !384
o10311452	7	2001-12-14	1794.42	usd745.50	2087940	2001-12-05	\N	\N	1	2002 V 168 + 169     !384
o10311452	6	2000-12-11	1580.37	usd665.70	1060447	2000-11-07	\N	\N	1	2001 V 166 + 167     !384
o10311452	5	1999-11-02	1241.88	usd641.30	0057708	1999-10-12	\N	\N	1	2000 V 164 - 166     !384
o10311452	4	1998-11-02	1228.99	usd641.30	9043736	1998-10-13	\N	\N	1	1999 V 162 + 163     !384
o10311452	3	1997-12-04	879.54	usd530.00	8065124	1997-12-11	\N	\N	1	1998
o10311452	2	1997-01-06	744.98	usd525.00	S7.045-538	1996-11-12	\N	\N	1	v.158-159 1997
o10311452	1	1996-01-12	729.73	usd472.50	S6.054-909	1995-11-13	\N	\N	1	v.156-157 1996
o10311452	0	1995-07-06	616.71	usd409.50	S5.049-454	1995-01-23	\N	\N	1	v.154-155 1995
o10315159	30	2021-02-04	873.3	usd613.83	7197308	2020-11-13	2021-01-01	2021-12-31	1	2021
o10315159	29	2020-02-28	972.24	usd605.23	7184833	2019-11-13	2020-01-02	2021-01-01	1	2020
o10315159	28	2019-01-17	828.92	usd560.08	7172919	2018-10-24	2019-01-01	2019-12-31	1	2019
o10315159	27	2017-12-04	735.94	usd532.13	7160355	2017-11-01	2018-01-01	2018-12-31	1	2018
o10315159	26	2016-12-21	706.28	usd497.73	7146317	2016-11-30	2017-01-01	2017-12-31	1	2017
o10315159	25	2015-11-27	721.55	usd474.08	7134773	2015-11-13	2016-01-01	2016-12-31	1	2016
o10315159	24	2014-12-01	552.03	usd428.93	7119519	2014-11-21	2015-01-01	2015-12-31	1	2015
o10315159	23	2013-12-03	473.37	usd384.85	7102827	2013-11-15	2014-01-01	2014-12-31	1	2014
o10315159	22	2013-01-14	466.1	usd350.45	7093551	2012-11-21	\N	\N	1	2013
o10315159	21	2011-12-21	453.15	usd349.38	7083960	2011-12-09	2012-01-01	2012-12-31	1	2012
o10315159	20	2010-12-20	333.09	usd236.50	7077853	2010-12-01	\N	\N	1	2011
o10315159	19	2009-11-11	358.06	usd207.68	0317748	2009-10-25	2010-01-01	2010-12-31	1	2010                 !15512986
o10315159	18	2008-11-27	284.5	usd207.68	0227441	2008-11-09	2009-01-01	2009-12-31	1	2009
o10315159	17	2008-04-22	27.23	usd21.20	0176375	2008-04-06	\N	\N	1	2008                 !15512986
o10315159	16	2007-12-10	241.97	usd185.50	0122507	2007-11-11	\N	\N	1	2008
o10315159	15	2006-10-10	304.34	usd194.78	5003347	2006-09-24	\N	\N	1	2007                 !155
o10315159	14	2005-10-17	287.17	usd197.56	6015851	2005-09-21	\N	\N	1	2006                 !155
o10315159	13	2004-11-02	292.75	usd198.49	5073679	2004-10-13	\N	\N	1	2005                 !155
o10315159	12	2003-11-19	298.47	usd185.50	4073609	2003-11-10	\N	\N	1	2004                 !155
o10315159	11	2002-11-26	375.8	usd185.50	3061035	2002-11-05	\N	\N	1	2003                 !155
o10315159	10	2002-04-17	425.57	usd183.75	2759607	2002-04-08	\N	\N	1	2002                 !155
o10315159	9	2002-02-07	-190.97	usd-78.75	S2.165-772	2002-01-10	\N	\N	1	Ceased publication
o10315159	8	2001-12-04	190.97	usd78.75	2053328	2001-11-07	\N	\N	1	2002                 !3841
o10315159	7	2000-12-11	186.95	usd78.75	1060447	2000-11-07	\N	\N	1	2001 V 19            !3841
o10315159	6	1999-11-02	153.95	usd79.50	0057708	1999-10-12	\N	\N	1	2000                 !3841
o10315159	5	1998-11-17	152.35	usd79.50	9067221	1998-11-05	\N	\N	1	1999                 !3841
o10315159	4	1997-12-04	131.93	usd79.50	8065124	1997-12-11	\N	\N	1	1998 Volume 16
o10315159	3	1996-11-05	97.56	usd68.25	7036568	1996-10-10	\N	\N	1	1997 Volume 15
o10315159	2	1996-01-12	178.38	usd57.75	S6.054-909	1995-11-13	\N	\N	2	1996
o10315159	1	1995-11-13	88.56	usd57.75	S6.011-806	1995-09-25	\N	\N	1	v.13 1995
o10315159	0	1995-07-06	86.97	usd57.75	S5.049-454	1995-01-23	\N	\N	1	v.13 1995
o10315214	26	2021-02-02	2055.52	usd1444.80	7197972	2020-11-27	2021-01-01	2021-12-31	1	2021
o10315214	25	2020-02-28	2320.93	usd1444.80	7184774	2019-11-13	2020-01-02	2021-01-01	1	2020
o10315214	24	2019-01-17	2082.63	usd1407.18	7172922	2018-10-26	2019-01-01	2019-12-31	1	2019
o10315214	23	2017-12-04	1886.66	usd1364.18	7160561	2017-10-27	2018-01-01	2018-12-31	1	2018
o10315214	22	2016-12-21	1868.65	usd1316.88	7146320	2016-11-30	2017-01-01	2017-12-31	1	2017
o10315214	21	2015-11-27	1963.38	usd1290.00	7134813	2015-11-13	2016-01-01	2016-12-31	1	2016
o10315214	20	2014-12-01	1610.42	usd1251.30	7119522	2014-11-21	2015-01-01	2015-12-31	1	2015
o10315214	19	2013-11-28	1510.01	usd1227.65	7102828	2013-11-20	2014-01-01	2014-12-31	1	2014
o10315214	18	2012-12-20	1554.14	usd1168.53	7093552	2012-11-21	2013-01-01	2013-12-31	1	2013
o10315214	17	2011-12-21	1444.47	usd1113.70	7083962	2011-12-09	2012-01-01	2012-12-31	1	2012
o10315214	16	2010-12-16	2181.72	usd1549.08	7076351	2010-12-01	\N	\N	1	2011
o10315214	15	2009-11-11	2128.11	usd1234.33	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010                 !38411490
o10315214	14	2008-11-27	1651.57	usd1205.61	0227554	2008-11-09	2009-01-01	2009-12-31	1	2009 V 328 -
o10315214	13	2007-12-10	1473.75	usd1129.83	0122289	2007-11-11	\N	\N	1	2008 V 324 -
o10315214	12	2006-10-10	1672.25	usd1070.24	5003381	2006-09-24	\N	\N	1	2007 V 320 - 323     !38
o10315214	11	2005-10-17	1498.01	usd1030.55	6015850	2005-09-21	\N	\N	1	2006 V 316 - 319     !38
o10315214	10	2004-11-02	1430.34	usd969.79	5073678	2004-10-13	\N	\N	1	2005 V 312 - 315     !384
o10315214	9	2003-10-29	1486.58	usd896.72	4009971	2003-10-09	\N	\N	1	2004 V 308 - 311     !384
o10315214	8	2002-11-26	1685.75	usd832.10	3061034	2002-11-05	\N	\N	1	2003 V 304 - 307     !384
o10315214	7	2001-11-06	1887.44	usd770.70	2030782	2001-10-16	\N	\N	1	2002 V 300 - 303     !384
o10315214	6	2000-12-11	1712.48	usd721.35	1060447	2000-11-07	\N	\N	1	2001                 !384
o10315214	5	1999-11-02	1317.83	usd680.52	0057708	1999-10-12	\N	\N	1	2000                 !384
o10315214	4	1998-11-17	1218.83	usd636.00	9067221	1998-11-05	\N	\N	1	1999                 !384
o10315214	3	1997-12-04	1002.67	usd604.20	8065124	1997-12-11	\N	\N	1	1998 Volumes 284 through
o10315214	2	1996-11-05	712.91	usd498.75	7036568	1996-10-10	\N	\N	1	1997 Volumes 280 through
o10315214	1	1996-05-17	687.04	usd467.25	S6.036-121	1995-10-12	\N	\N	1	v.276-279 1996
o10315214	0	1995-07-06	640.43	usd425.25	S5.049-454	1995-01-23	\N	\N	1	v.272-275 1995
o10315469	30	2021-02-04	443.53	usd311.75	7197308	2020-11-13	2021-01-01	2021-12-31	1	2021
o10315469	29	2020-02-28	345.38	usd215.00	7184833	2019-11-13	2020-01-02	2021-01-01	1	2020
o10315469	28	2019-01-17	318.2	usd215.00	7172919	2018-10-24	2019-01-01	2019-12-31	1	2019
o10315469	27	2017-12-04	297.35	usd215.00	7160355	2017-11-01	2018-01-01	2018-12-31	1	2018
o10315469	26	2016-12-21	263.91	usd185.98	7146317	2016-11-30	2017-01-01	2017-12-31	1	2017
o10315469	25	2015-11-27	279.79	usd183.83	7134773	2015-11-13	2016-01-01	2016-12-31	1	2016
o10315469	24	2014-12-01	226.9	usd176.30	7119519	2014-11-21	2015-01-01	2015-12-31	1	2015
o10315469	23	2013-12-03	203.63	usd165.55	7102827	2013-11-15	2014-01-01	2014-12-31	1	2014
o10315469	22	2013-01-14	217.32	usd163.40	7093551	2012-11-21	\N	\N	1	2013
o10315469	21	2011-12-21	210.54	usd162.33	7083960	2011-12-09	2012-01-01	2012-12-31	1	2012
o10315469	20	2010-12-16	218.02	usd154.80	7076351	2010-12-01	\N	\N	1	2011
o10315469	19	2009-11-11	220.34	usd127.80	0317546	2009-10-25	2010-01-01	2010-12-31	1	2010                 !38411776
o10315469	18	2009-09-14	183.67	usd127.80	6200259423	2009-02-08	\N	\N	1	2009
o10315469	17	2009-09-14	-127.8		6200259423	2009-02-08	\N	\N	1	Incorrect currency 2009\
o10315469	16	2009-02-18	127.8		0259423	2009-02-08	2009-01-01	2009-12-31	1	2009                 !38\
o10315469	15	2007-12-10	164.54	usd126.14	0122289	2007-11-11	\N	\N	1	2008 V 63
o10315469	14	2007-04-18	12.72	usd9.28	0067711	2007-04-08	\N	\N	1	2007
o10315469	13	2006-10-10	182.61	usd116.87	5003381	2006-09-24	\N	\N	1	2007                 !384
o10315469	12	2005-10-17	161.79	usd111.30	6015850	2005-09-21	\N	\N	1	2006                 !384
o10315469	11	2004-11-02	164.16	usd111.30	5073678	2004-10-13	\N	\N	1	2005 V 60            !384
o10315469	10	2003-11-19	162.03	usd100.70	4073608	2003-11-10	\N	\N	1	2004 V 59            !384
o10315469	9	2002-11-26	204.01	usd100.70	3061034	2002-11-05	\N	\N	1	2003                 !384
o10315469	8	2001-12-04	241.89	usd99.75	2053328	2001-11-07	\N	\N	1	2002 V 57            !3841
o10315469	7	2000-12-11	206.89	usd87.15	1060447	2000-11-07	\N	\N	1	2001                 !3841
o10315469	6	1999-11-02	153.95	usd79.50	0057708	1999-10-12	\N	\N	1	2000                 !3841
o10315469	5	1998-11-17	164.54	usd85.86	9067221	1998-11-05	\N	\N	1	1999                 !3841
o10315469	4	1998-01-30	9.44	usd5.30	8107396	1998-01-12	\N	\N	1	1998
o10315469	3	1997-12-04	123.13	usd74.20	8065124	1997-12-11	\N	\N	1	1998
o10315469	2	1996-11-05	105.06	usd73.50	7036568	1996-10-10	\N	\N	1	1997
o10315469	1	1996-05-17	92.64	usd63.00	S6.036-121	1995-10-12	\N	\N	1	1996
o10315469	0	1995-07-06	85.39	usd56.70	S5.049-454	1995-01-23	\N	\N	1	1995
o10315615	27	2021-02-02	810.58	usd569.75	7197972	2020-11-27	2021-01-01	2021-12-31	1	2021
o10315615	26	2020-02-28	915.25	usd569.75	7184774	2019-11-13	2020-01-02	2021-01-01	1	2020
o10315615	25	2019-01-17	843.23	usd569.75	7172922	2018-10-26	2019-01-01	2019-12-31	1	2019
o10315615	24	2017-12-04	787.96	usd569.75	7160561	2017-10-27	2018-01-01	2018-12-31	1	2018
o10315615	23	2016-12-21	805.42	usd567.60	7146320	2016-11-30	2017-01-01	2017-12-31	1	2017
o10315615	22	2015-11-27	860.61	usd565.45	7134813	2015-11-13	2016-01-01	2016-12-31	1	2016
o10315615	21	2014-12-01	188.16	usd146.20	7119522	2014-11-21	2015-01-01	2015-12-31	1	2015
o10315615	20	2013-11-28	179.83	usd146.20	7102828	2013-11-20	2014-01-01	2014-12-31	1	2014
o10315615	19	2012-12-20	191.59	usd144.05	7093552	2012-11-21	2013-01-01	2013-12-31	1	2013
o10315615	18	2011-12-21	185.45	usd142.98	7083962	2011-12-09	2012-01-01	2012-12-31	1	2012
o10315615	17	2010-12-20	199.85	usd141.90	7077853	2010-12-01	\N	\N	1	2011
o10315615	16	2009-11-11	196.48	usd113.96	0317748	2009-10-25	2010-01-01	2010-12-31	1	2010                 !25214822
o10315615	15	2008-11-27	156.11	usd113.96	0227441	2008-11-09	2009-01-01	2009-12-31	1	2009
o10315615	14	2007-12-10	175.6	usd134.62	0122507	2007-11-11	\N	\N	1	2008
o10315615	13	2006-10-10	220.86	usd141.35	5003347	2006-09-24	\N	\N	1	2007                 !252
o10315615	12	2005-10-17	208.42	usd143.38	6015851	2005-09-21	\N	\N	1	2006                 !252
o10315615	11	2004-11-02	198.55	usd134.62	5073679	2004-10-13	\N	\N	1	2005                 !252
o10315615	10	2003-12-12	211.03	usd134.62	4133902	2003-12-09	\N	\N	1	2004                 !252
o10315615	9	2002-12-12	271.39	usd134.62	3095666	2002-12-05	\N	\N	1	Feb 2003 - Jan 2004  !383
o10315615	8	2001-12-04	323.37	usd133.35	2053328	2001-11-07	\N	\N	1	Feb 2002 - Jan 2003  !383
o10315615	7	2000-12-13	301.9	usd126.00	1091008	2000-12-05	\N	\N	1	Feb 2001 - Jan 2002  !383
o10315615	6	1999-12-15	266.84	usd134.62	0105201	1999-12-07	\N	\N	1	Feb 2000 - Jan 2001  !383
o10315615	5	1998-11-23	257.99	usd134.62	9076559	1998-11-18	\N	\N	1	Feb 1999 - Jan 2000  !383
o10315615	4	1997-12-17	223.4	usd134.62	8081143	1997-12-08	\N	\N	1	Feb 1998 through Jan 1999
o10315615	3	1997-01-06	189.22	usd133.35	S7.045-538	1996-11-12	\N	\N	1	2/97-1/98
o10315615	2	1996-05-17	2958.15	usd2011.80	S6.036-121	1995-10-12	\N	\N	1	v.118 1996
o10315615	1	1996-01-12	178.38	usd115.50	S6.054-909	1995-11-13	\N	\N	1	2/96-1/97
o10315615	0	1995-07-06	173.94	usd115.50	S5.049-454	1995-01-23	\N	\N	1	2/95-1/96
o10316012	28	2021-02-02	1161.21	eur672.70	7196802	2020-11-13	2021-01-01	2021-12-31	1	2021
o10316012	27	2020-02-28	1164.58	eur666.50	7184835	2019-10-30	2020-01-02	2021-01-01	1	2020
o10316012	26	2019-01-17	1112.15	eur650.38	7172977	2018-10-24	2019-01-01	2019-12-31	1	2019
o10316012	25	2017-12-04	1026.33	eur628.88	7160377	2017-10-20	2018-01-01	2018-12-31	1	2018
o10316012	24	2016-12-20	1235.98	eur806.25	7146373	2016-11-30	2017-01-01	2017-12-31	1	2017
o10316012	23	2015-11-27	1332.83	eur793.35	7134800	2015-11-13	2016-01-01	2016-12-31	1	2016
o10316012	22	2014-11-25	1258.78	eur767.55	7119639	2014-11-21	2015-01-01	2015-12-31	1	2015
o10316012	21	2013-11-28	1249.49	eur748.20	7102958	2013-11-15	2014-01-01	2014-12-31	1	2014
o10316012	20	2012-12-20	1246.33	eur728.85	7093553	2012-11-21	2013-01-01	2013-12-31	1	2013
o10316012	19	2011-12-21	1051.69	eur602.00	7083977	2011-12-09	2012-01-01	2012-12-31	1	2012
o10316012	18	2010-12-20	1049.82	eur582.65	7076366	2010-12-01	2011-01-01	2011-12-31	1	34(01/11)-35(12/11)!D2664941
o10316012	17	2009-11-10	1193.43	eur577.01	0317720	2009-10-25	2010-01-01	2010-12-31	1	2010 V 32 - 33       !38412055
o10316012	16	2008-11-25	1334.86	eur560.63	0227713	2008-11-09	2009-01-01	2009-12-31	1	2009 V 30 - 31
o10316012	15	2008-11-25	-560.63		6200227713	2008-11-09	\N	\N	1	incorr.curr\
o10316012	14	2008-11-25	560.63		0227713	2008-11-09	2009-01-01	2009-12-31	1	2009 V 30 - 31       !38\
o10316012	13	2007-12-05	1036.23	eur532.11	0122515	2007-11-11	\N	\N	1	2008 V 28 - 29
o10316012	12	2006-10-09	991.65	eur509.40	5003361	2006-09-24	\N	\N	1	2007 V 26 - 27       !384
o10316012	11	2005-10-17	863.81	eur489.63	6015870	2005-09-21	\N	\N	1	2006 V 24 - 25       !384
o10316012	10	2004-11-02	885.55	eur466.79	5073699	2004-10-13	\N	\N	1	2005 V 22 - 23       !384
